Address,Sold_Price,Year_built,Total_interior_livable_area,Total_spaces,Garage_spaces,Elementary_School_Distance,Middle_School_Distance,High_School_Distance,Annual_tax_amount,Last_Sold_Price
'3155 Lupine Canyon Rd',2.679718,2001,4124,3,3,5.5,5.3,8,2.394292,1900000
'3226 Gardendale Dr',2.644741,1968,1800,2,2,1,0.8,1.6,2.352123,990000
'916 Alegre Pl',2.623585,2006,1644,1,1,1.1,0.9,1.1,2.324839,655500
'12941 Riding Trail Dr',2.627578,2009,4400,0,0,3.8,9.2,9.4,?,?
'2738 Colm Ave',2.586211,1976,2108,2,2,1.7,?,1.9,2.263724,?
'723 Taylor St #302',2.619341,2010,?,1,1,?,?,?,2.33913,860000
'949 Nantucket Blvd UNIT 20',2.579461,1996,1597,0,0,0.3,2.1,1.8,2.205141,355000
'9203 Beach St',2.589358,2002,2340,0,0,?,0.6,?,2.280702,415000
'2163 Lausett Ave',2.560203,1992,2143,0,0,0.4,0.3,1.2,2.310112,464000
'2163 Bautista Ct',2.561856,2004,2306,3,3,6.2,9.2,6.3,?,400000
'1386 Washington St',2.626512,1930,1080,2,2,1.5,0.6,2.3,2.316395,?
'832 White Oak Dr',2.546761,2008,2023,3,3,1.3,?,1.2,2.198706,220000
'632 Sheraton Dr',2.681293,1959,1768,2,2,0.6,0.9,0.4,2.401937,1800000
'3818 Lorado Way',2.624513,1938,1425,2,2,?,1.1,?,2.319087,745000
'328 Almond Ave',2.738526,2006,5429,2,2,0.3,?,0.2,2.483054,1650000
'1742 Granville Ave APT 5',2.620744,1981,1422,2,2,0.6,1.4,0.5,2.252531,?
'69655 Dolomite Ln',2.538473,2018,1523,0,0,9.4,12.6,13.1,2.093385,?
'3442 Caroline Ave',2.671204,2016,2722,0,0,0.7,1.8,1.8,2.389449,1600000
'427 Alma St APT 108',2.628627,1984,950,1,1,0.8,1.9,0.6,2.286072,380000
'409 N 17th St',2.627929,1918,1374,0,0,0.4,1.3,0.5,2.282009,335000
'1584 Summerfield Dr',2.688636,1997,3445,3,3,0.2,0.8,0.5,2.385581,1193000
'333 Beale St APT 6F',2.631013,2015,920,1,1,1.7,3.5,0.9,?,949000
'171 Lakeview Way',2.666876,1928,1675,2,2,1,?,3.3,2.328187,619000
'2315 Belderrain',2.567943,1999,2998,0,0,8.1,11.1,8.3,?,?
'6789 College Ave',2.569591,1973,2109,7,2,0.5,?,0.8,2.156861,?
'1155 S Grand Ave APT 1211',2.573165,2008,760,0,0,?,1,1.3,2.273305,414500
'2779 Vineyard Park Pl',2.624697,1998,1528,2,2,0.6,0.9,1.9,2.29553,419000
'130 Felton St',2.641815,1934,2106,1,1,0.1,0.1,?,2.329814,?
'1124 Pandolfi Pl',2.604254,1971,1320,2,2,0.2,2,0.9,2.29585,?
'2230 Gellert Blvd APT 3202',2.625064,2007,1082,2,2,0.6,0.5,1.6,2.322515,900000
'717 La Paloma Way',2.467939,1962,1463,2,2,0.5,1.1,1.6,2.307776,665000
'7507 Agnew Ave',2.641815,1951,1480,0,0,0.3,?,?,2.220804,?
'454 W Alondra Blvd',2.557167,1946,845,3,1,0.3,?,0.3,2.270096,330000
'1522 Merced St',2.522581,1950,1032,2,2,0.2,?,0.7,2.086973,90000
'4691 Albany Cir APT 106',2.50708,1982,813,1,1,0.8,1.8,1.5,2.289111,498000
'30 Crippleridge Ct',2.640665,1978,1720,0,0,1.1,1.5,1.3,2.220716,?
'2660 Higgins Canyon Rd',2.557167,?,?,?,?,9.9,?,3.3,?,?
'7712 Sumac Pl',2.618055,2016,2360,2,2,2,1,2.1,2.328224,687000
'2315 Orange Ave',2.543324,1955,1924,0,0,?,?,?,2.02578,180000
'3647 Hillcrest Dr',2.61691,1944,1652,2,2,0.1,1.1,0.2,2.089499,?
'136 S Mccarty Dr',2.715824,1940,?,0,0,0.6,?,0.5,?,?
'131 N Ardmore Ave',2.649855,2013,2044,0,0,0.3,0.7,2.6,2.334197,485000
'277 Mapache Dr',2.754622,1996,3500,6,6,?,?,3.2,2.505438,6200000
'1209 York St',2.629317,1875,1145,0,0,0.2,1.5,0.6,?,1250000
'400 Center St',2.638783,1943,1000,2,2,1.2,1.3,1.7,2.285613,535000
'240 Lombard St APT 937',2.59118,1993,566,1,1,0.2,0.3,1.2,2.307695,620000
'159 W 62nd St',2.585565,1924,2097,3,3,?,0.4,0.8,2.267028,450000
'1220 Tasman Dr SPACE 526',2.504432,1997,1160,0,0,1.8,3.7,2.3,2.028667,?
'13732 Wolf Ct',2.467299,1994,1152,0,0,?,?,?,1.999477,?
'100 Ridgewood Ave',2.640374,1922,1207,1,1,0.3,0.8,0.9,2.348633,950000
'1200 California St UNIT 15C',2.697672,1962,2300,1,1,0.3,0.8,1,2.356236,?
'4131 Garden Ave',2.648323,1928,?,0,0,0.3,?,1.3,2.245923,230000
'4971 Miramar Ave',2.654248,1956,1249,2,2,0.5,1.5,1.3,2.208658,?
'1527 Adobe Dr',2.632667,1986,1820,0,0,0.8,?,7.2,2.216327,?
'281 Summer Cir #281',2.560481,1981,1204,0,0,1.9,?,4.5,?,?
'150 Woodcrest Pl',2.625064,1968,1930,0,0,0.3,3,0.2,2.266281,344000
'1065 Hedgecroft Pl',2.659682,1969,2052,2,2,0.9,0.3,0.4,2.377794,1300000
'1689 Canton Dr',2.621689,1961,1240,2,2,0.2,0.7,1.9,2.333351,900000
'323 E 106th St',2.617321,1941,886,0,0,0.2,0.5,?,2.253477,370000
'104 Mcmillan Dr',2.632339,1978,1658,0,0,0.8,1.2,3.9,2.225478,?
'1450 Jasmine Way',2.600165,1974,1160,2,2,0.1,10.4,0.9,2.233017,310000
'12422 Villa Ct #2',2.645957,2006,2016,0,2,3.1,2,4.6,?,?
'970 Elsinore Ct',2.714643,1955,2079,1,1,0.5,0.5,1.8,2.19889,?
'531 Easy St',2.670102,1958,1820,0,0,1.3,1.4,2.8,?,?
'1085 Tasman Dr SPACE 595',2.538473,1995,1534,0,0,2.4,3.5,2.5,2.092881,329000
'1100 S Hope St APT 710',2.598025,2007,1030,0,0,?,0.9,1.2,2.318768,?
'2149 17th Ave',2.645688,1925,1763,0,0,0.6,0.3,0.4,2.164495,?
'23636 Echo Hills Rd',2.614131,2002,3345,12,3,?,?,?,2.281637,?
'428 31st Ave',2.657021,1941,1300,1,1,0.4,0.3,0.3,2.344374,900000
'155 Larita Dr',2.625792,1959,2448,0,0,1,1,1.2,2.351825,975000
'120 Saint Andrews Way',2.537509,1963,1850,0,0,0.3,?,1.6,2.334301,873000
'2842 Varden Ave',2.62644,1952,930,1,1,0.1,0.2,1.8,2.202737,?
'4312 Lautrec Dr',2.631347,2005,1532,2,2,0.3,0.3,1.1,2.334974,584000
'2 Cader Ct',2.616496,1964,1558,0,0,1.2,?,0.9,2.061604,?
'2651 Bald Mountain Rd',2.534612,2008,1620,2,2,6.1,?,20.6,2.187364,213000
'428 Darby Rd',2.487546,?,?,?,?,2.8,?,11.7,2.081516,165000
'59 Rosewood Dr',2.70966,1927,3668,2,2,0.7,0.5,?,2.409575,1900000
'1927 Colleen Dr',2.705998,1957,2850,2,2,0.6,1,1.6,2.339138,?
'1670 University Ave',2.709382,1940,3762,1,1,0.4,0.5,0.5,2.397168,1101000
'6695 E Highway 20',2.536181,1968,768,2,2,0.4,?,?,2.198926,259000
'5357 8th Ave',2.593537,1953,?,0,0,0.3,1,?,2.176341,?
'1937 San Jose Ave',2.650107,1922,1545,2,2,0.7,0.3,0.3,2.336033,680000
'2740 Fryers Way',2.534612,1989,1296,0,0,2.4,?,2.7,2.146377,?
'1068 Lynn Way',2.667457,1953,1513,1,1,0.2,0.4,1.9,2.304501,390000
'5378 Pecan Blossom Dr',2.631347,1976,1597,2,2,0.7,?,0.7,2.338471,750000
'133 Santa Dominga Ave',2.627578,1932,1220,0,0,0.5,1.2,1.7,2.053142,?
'988 Fulton St APT 315',2.625429,1999,900,2,2,0.3,1.8,0.2,2.349642,975000
'3235 Sawtelle Blvd APT 5',2.60338,1994,1245,2,2,0.5,0.6,1.8,2.322307,?
'503 49th Ave',2.629728,1945,384,0,0,0.9,0.7,2.5,2.289809,?
'1818 E 2nd St',2.591777,1893,1507,3,3,0.1,0.7,0.7,2.25091,350000
'12919 Montana Ave APT 201',2.645149,1979,1561,0,0,1.8,1.1,3.1,2.32195,717000
'1593 Amesbury Way',2.60717,1958,1134,2,2,0.4,0.4,1.5,2.162835,?
'304 N Mount Shasta Blvd',2.561856,?,2500,0,0,?,?,0.7,?,?
'3479 Mandeville Canyon Rd',2.682679,1956,2148,2,2,2.6,3.5,4.4,2.361568,835000
'2826 E Clay Ave',2.462667,1947,624,0,0,0.1,0.3,1.7,1.818853,10000
'1242 Lilac Pl',2.644604,1921,3604,1,1,0.6,?,1.1,2.32015,422000
'458 W 59th Pl',2.558129,1910,1121,0,0,0.1,0.6,0.4,2.13649,86000
'130 S 17th St',2.664498,1948,3415,2,2,0.8,1.9,0.5,2.217671,?
'7331 Mad River Rd',2.578029,2000,1900,2,2,11.6,?,8.5,2.195117,?
'436 San Felipe Ave',2.622681,1944,990,2,2,0.6,?,0.5,2.052709,?
'2909 Exposition Pl #4',2.602874,2019,1331,2,2,?,0.7,1.2,?,?
'356 Alhambra St',2.592368,1912,1703,4,4,3.9,0.7,0.7,2.304947,530000
'555 Fulton St #410',2.59953,0,512,0,0,0.3,1.8,0.5,?,?
'6532 Camelia Dr',2.657697,1965,2478,3,3,0.3,0.5,1.7,2.190521,?
'1300 Nicasio Valley Rd',2.637397,1990,584,0,0,?,?,7.2,2.305019,600000
'891 Coolidge Ave',2.628279,1939,975,0,0,0.5,1.4,2.8,2.217852,?
'9948 Highway 79',2.560942,1960,1315,4,2,?,?,?,2.231529,321000
'633 Baden Ave APT C',2.608115,1985,1293,0,0,0.4,0.5,0.7,2.263103,389000
'4477 Richard Dr',2.567943,1943,616,0,0,0.4,1.4,2.2,2.074592,?
'2162 Toryglen Way',2.618942,1974,1330,2,2,0.2,2.3,0.6,2.343333,675000
'4038 Cesar Chavez St',2.686089,0,2160,0,0,0.6,0.2,0.9,?,1750000
'1382 Palm St',2.567105,1988,688,0,0,0.7,1.7,1.6,2.223526,208000
'1113 Sutherland Ln APT 2',2.594687,1977,1134,0,0,1,0.6,3.4,2.298172,625000
'60 Tall Pines Ct',2.578462,1992,2097,2,2,?,?,7.5,2.271195,520000
'630 Silver Lake Blvd',2.624991,1937,1225,1,1,0.7,0.9,1.4,2.318489,703000
'62 Otsego Ave',2.665101,1924,1971,1,1,0.6,0.4,0.3,2.350819,1025000
'130 N Swall Dr APT 103',2.600689,2004,960,2,2,0.3,?,1.8,2.297652,590000
'1743 N Stanley Ave',2.723037,1937,4683,0,0,0.4,1.5,1.3,2.4309,1895000
'527 North St',2.649855,1910,1030,1,1,0.2,?,0.9,2.340189,1065000
'136 Carl Ave',2.614388,1976,1590,2,2,0.5,2.5,0.3,2.133278,?
'422 Paula Way',2.566256,1977,1676,2,2,0.2,1.2,1.9,2.147898,?
'16920 Omega St',2.479193,1990,1277,2,2,?,0.3,0.5,2.21371,315000
'11734 Avon Way APT 107',2.598781,1988,930,0,0,0.4,0.7,1.7,2.257233,?
'20301 Hart Creek Dr',2.566256,2003,2287,2,2,11.8,12.2,12.4,2.254911,78000
'2127 W 77th St',2.576568,1935,1583,1,1,0.1,?,2.2,2.056687,?
'7514 Salt Lake Ave',2.578029,1962,1797,2,2,0.5,?,0.7,2.209056,?
'481 W Avenue 44',2.621689,1924,1140,0,0,0.8,2.2,?,2.327085,840000
'4447 Garden Homes Ave',2.595254,1965,1472,0,0,0.7,1.3,2.1,2.177842,?
'606 Crane Ave',2.655417,1965,1700,0,0,0.4,1.1,4.3,2.135135,?
'3544 S Centinela Ave APT 302',2.609967,1985,1206,2,2,0.5,1.3,0.9,2.301003,610000
'240 Holyoke St',2.649855,1928,2200,1,1,0.2,0.2,0.4,2.377631,1360000
'465 Metzgar St',2.633961,1971,1190,2,2,0.4,?,1.2,2.322208,610000
'462 464 3rd Avenue',2.698151,1914,3000,0,0,0.8,0.2,0.9,?,2128000
'216 Roanoke St',2.611144,1913,695,0,0,?,?,1,2.298688,525000
'1917 S Point View St',2.670287,1941,2602,0,0,0.4,?,1.1,2.22832,1300000
'337 3rd St',2.546761,1915,1102,0,0,?,?,?,2.197969,195000
'1055 Wunderlich Dr',2.682404,1965,1636,2,2,0.5,0.9,0.6,2.177933,?
'1713 W 65th Pl',2.584912,1926,1735,2,2,0.8,1,1.3,2.264417,199000
'17074 Bohlman Rd',2.680981,1999,2145,4,4,3.6,3.1,2.9,2.379957,1400000
'417 G St',2.559079,1975,1916,2,2,?,?,0.7,2.169173,?
'803 18th Ave',2.669358,1950,1343,0,0,0.9,?,1.2,2.326953,800000
'17465 Carriage Lamp Way',2.622833,1984,1955,2,2,0.4,9.6,2.2,2.244507,360000
'4323 Jonquil Dr',2.636478,1969,1674,2,2,0.1,1.8,0.6,2.305475,435000
'6442 W 2nd St',2.548092,1980,1200,2,2,0.1,?,1.7,2.079938,80500
'320-322 Visitacion Ave',2.657247,2004,2350,0,0,0.3,0.4,4,?,?
'21650 Rainbow Ct',2.669358,1983,?,?,?,0.4,0.7,1,2.416456,2350000
'4232 Verdugo Rd',2.639199,1948,865,0,0,0.3,?,1.7,2.322198,?
'1230 N Sweetzer Ave APT 206',2.578029,1972,681,0,0,0.5,?,0.9,2.214559,140000
'525 N Sycamore Ave APT 225',2.576568,1972,676,0,0,1.1,0.6,1.1,2.272316,475000
'2447 S Park Ln',2.610422,1971,904,2,2,0.3,0.5,1.1,2.193698,153500
'388 Sequoia Ave',2.654718,1941,1099,0,0,0.5,?,0.6,2.379455,1510000
'218 Leonard St',2.660331,1962,3360,0,0,1.6,1.1,1.6,2.259007,?
'1600 Willowgate Dr',2.643224,1963,1526,2,2,0.4,1.2,1.5,2.299611,430000
'1395 Lyon St APT 3',2.591777,1959,556,1,1,0.4,?,0.2,2.279932,410000
'1037 N Laurel Ave APT 4',2.645149,2004,1561,2,2,0.2,?,0.5,2.342957,885008
'2929 Waverly Dr APT 318',2.570401,1973,836,1,1,0.1,1.3,0.7,2.229374,?
'1835 Cordilleras Rd',2.667457,1948,2050,0,0,0.6,?,2.8,2.197338,?
'612 Valencia Rd',2.643224,1973,2123,0,0,0.6,?,1.5,2.146499,?
'49 Blanca Ln SPC 213',2.526223,1979,1719,0,0,0.5,0.8,2,?,187000
'2971 Mark Ave',2.655185,1958,1457,2,2,0.3,0.6,0.6,2.05386,?
'802 W 156th St',2.575076,1956,1352,2,2,0.5,?,0.7,2.219978,?
'3323 Virgo St',2.548965,1978,1213,2,2,1,1.9,1.6,2.127356,115500
'1045 Robin Way',2.659682,1954,1567,1,1,0.4,0.5,1.7,2.343207,?
'1720 Starbuck Rd',2.629317,2002,3323,2,2,2.9,2.1,5.3,2.24924,75000
'1794 Gable Ln',2.647439,1959,1309,1,1,0.1,1.1,0.4,2.319528,575000
'2255 Showers Dr APT 313',2.608583,1999,769,0,0,2.2,?,1.4,2.280828,?
'770 Warring Dr APT 4',2.566256,1970,798,1,1,?,2.4,0.7,2.242109,305000
'2601 19th St',2.554803,1905,2255,1,1,0.2,1.6,0.6,2.24265,325000
'120 Avellino Way',2.675771,2014,1916,2,2,1.1,1.9,2.4,2.385519,?
'2309 Stratford Dr',2.667457,1985,3155,3,3,0.6,0.6,0.9,2.367387,1180000
'710 Jacobsen Way',2.590335,2020,1819,4,4,0.7,?,0.4,2.174304,?
'2040 6th St',2.672715,1927,2282,1,1,?,?,?,2.389809,1355000
'20724 Mammoth Dr',2.512433,1980,1148,2,2,13,?,?,2.12054,108000
'4905 Indian Wood Rd UNIT 115',2.570401,1973,697,0,0,0.9,0.6,0.7,2.270219,?
'929 Patricia Way',2.544488,1952,1081,1,1,0.4,?,1.5,2.210502,262500
'16180 Orchard St',2.460595,1973,1250,1,1,?,?,?,2.059853,?
'10340 California Dr',2.592368,1941,1228,0,0,2.4,2.3,2.5,2.2997,590000
'1882 Trento Loop',2.625792,2016,1767,2,2,0.8,1.8,2.9,?,813500
'380 W 3rd St',2.497679,1950,1361,2,2,0.2,?,14.5,2.124757,106000
'2426 Golf Links Cir',2.641127,1979,2088,2,2,0.2,1.5,1.4,2.345227,975000
'12596 White Rock Canyon Rd',2.529126,?,?,?,?,?,?,?,2.037911,?
'286 William Manly St UNIT 5',2.624476,2017,1813,2,2,2,?,1.5,2.348301,?
'1115 Pascoe Ave',2.638902,1952,1408,1,1,1.2,0.5,0.5,2.35374,1090000
'119 Olivia Ln',2.546537,2003,1566,2,2,1.7,?,1.7,2.167338,39000
'15099 Chelsea Dr',2.654718,1948,1694,1,1,?,1,2.1,2.366116,1150000
'1217 York St',2.700033,0,2350,2,2,0.2,?,0.6,2.433734,2525000
'5319 Manderston Dr',2.649855,1998,1938,2,2,0.7,2,2.7,2.352517,785000
'536 N Orange Dr',2.671882,1941,?,3,3,1,0.5,1.2,2.342476,483636
'22753 Sylvan Way',2.644768,1955,1386,7,7,1.7,?,9.5,2.348005,1050000
'14455 Us Highway 101 N',2.544488,1945,1408,3,3,4,?,12.4,2.104821,?
'3447 W Park Balboa Ave',2.62966,1977,3164,8,8,0.7,1.6,2.9,2.226092,?
'7211 Scarsdale Way',2.681293,1987,3486,2,2,0.9,1.1,1.3,?,1620000
'130 N Grand Ave',2.659246,1903,3170,2,2,0.4,1.8,1.9,2.003959,?
'78 Longview Ct',2.658631,1955,1218,1,1,0.7,?,?,2.049036,?
'3161 Summit Rd',2.631013,1959,1170,0,0,0.9,?,3.9,2.298984,680000
'11653 Ruthelen Ave',2.592955,1951,1197,2,2,0.2,0.4,0.9,?,?
'1150 Clayton St',2.698469,1914,2150,2,2,0.7,1.1,1.1,2.3999,1620000
'2176 16th Ave',2.654718,1936,1325,3,3,0.5,0.2,0.5,2.136153,?
'1468 Ilikai Ave',2.652331,1972,2034,2,2,1.7,1.3,0.6,2.356927,830000
'17075 Terminous Rd',2.625283,1980,2380,2,2,1.7,6.2,6.4,2.311576,850000
'9310 Pace Ave',2.610422,2020,2998,3,3,0.3,0.6,?,2.210077,?
'635 Columbia Dr',2.693444,1950,2690,0,0,0.3,0.9,0.4,2.206169,?
'1035 Scotia Ter UNIT 202',2.618136,2009,1030,1,1,0.6,0.6,3.2,2.3215,740000
'375 Clifford Ave APT 120',2.538473,1982,962,1,1,0.2,0.3,1.1,2.213331,275000
'8222 Marmont Ln',2.729132,1923,5215,3,3,1.1,2.1,1.1,2.47399,?
'120 Dixon Landing Rd SPC 79',2.552151,?,1780,0,0,0.7,0.9,0.9,?,?
'121 Buckingham Dr UNIT 64',2.571994,1969,656,1,1,1.2,2.1,3,2.150521,?
'1965 Georgetta Dr',2.710666,2020,3733,0,0,0.3,0.9,0.9,2.383171,1500000
'73 W 2nd St',2.537209,2006,2215,2,2,1,?,3.5,2.168878,170000
'1449 Via Vis #6',2.638184,1984,1280,1,1,0.8,2.4,2.2,2.339236,1128000
'23709 Ravensbury Ave',2.715779,1956,3833,2,2,1.2,?,2.7,2.275467,?
'88 88 N Jackson Ave #406',2.590578,2006,1200,2,2,?,0.9,1,?,465000
'4751 Glenalbyn Dr',2.604006,1925,995,0,0,0.4,?,1.1,2.30415,620000
'2359 Jackson St #3',2.612434,1895,?,0,0,0.6,?,0.6,2.221856,?
'10450 Wilshire Blvd PENTHOUSE E',2.654718,1961,2040,0,0,0.4,?,2.3,2.342744,985000
'1453 Hillsdale Ave',2.627999,1957,2240,2,2,0.6,1.1,1.2,2.333255,?
'902 N Northwood Ave',2.570401,1943,831,2,2,0.2,?,1.3,2.241779,200000
'824 Partridge Ave',2.702309,1967,1000,0,0,1.3,1.2,0.9,2.410136,1770000
'9757 League St',2.546312,1941,1177,1,1,?,?,?,2.113761,?
'1673 Forman Ave',2.650358,1959,1583,1,1,0.8,1.4,0.6,2.335317,550000
'527 N Cummings St',2.626153,1905,4165,0,0,0.3,0.8,0.7,2.337415,?
'15404 Rock Creek Rd',2.540208,1959,1676,2,2,1.6,?,5.3,?,295000
'626 I St',2.527398,1930,1400,2,2,0.3,?,1.1,2.051984,60000
'2116 Vista Del Mar',2.640665,1986,1476,1,1,0.8,2.4,2.1,?,?
'746 Day St',2.577156,1963,1447,0,0,0.4,0.3,0.3,2.01017,?
'3777 Moore St',2.690414,2017,2765,2,2,0.2,0.4,0.3,2.421183,2225000
'4148 Shelter Creek Ln',2.580166,1972,680,0,0,0.7,?,1.4,2.256587,450000
'3363 Descanso Dr',2.662448,1986,?,0,0,0.3,0.8,1.4,2.344173,852500
'1456 San Carlos Ave',2.61608,1974,1280,0,0,0.7,1.4,1.6,2.328177,740000
'3108 Trinity St',2.554803,1907,759,2,2,0.2,0.5,?,2.221214,60000
'10340 Phar Lap Dr',2.686664,1975,2774,4,4,0.3,1.2,0.8,?,?
'4490 Lincoln Ave #3',2.609416,2019,1793,2,2,0.2,?,1.3,?,?
'1416 Blake Ave',2.624697,1930,1273,0,0,0.1,?,?,2.286176,900000
'108 N Edinburgh Ave',2.712591,1925,1426,1,1,0.4,1.8,0.5,2.382722,1500000
'635 S Citrus Ave',2.664215,1924,2173,0,0,0.5,0.2,1.7,2.157248,?
'1816 Belmont Ave',2.662863,1948,1516,0,0,0.1,0.6,1.2,2.266354,?
'661 Cathedral Dr',2.588116,1962,925,0,0,0.6,?,2.4,2.23994,10000
'9202 Lazo Way',2.583588,2000,3409,7,7,3.8,?,9.1,2.252489,450000
'338 Spear St UNIT 4C',2.62351,2009,799,1,1,1.8,3.6,1,2.350106,949000
'5272 Rio Lobo Dr',2.630677,1983,1468,2,2,0.3,?,0.5,2.341843,695000
'1198 Cordelia Ave',2.681293,1957,2228,2,2,0.3,1,0.9,2.31884,380000
'1420 E 55th St',2.638003,1934,4567,4,4,0.3,1,?,2.260476,425000
'10670 West Dr',2.589358,1964,936,6,6,3,3,3.1,2.273913,455000
'1187 Lime Dr',2.680036,1957,1472,2,2,0.6,0.3,1.3,2.395341,1665000
'704 Encino Dr',2.598566,1961,1200,0,0,0.6,?,1.1,2.080955,?
'7776 Firenze Ave',2.745012,1969,4257,0,0,1.7,2.8,2.5,2.41909,2150000
'966 Fairwood Ave',2.640374,1956,1108,1,1,0.2,1.6,3.6,2.310384,643500
'956 Edgecliff Way',2.68245,1959,2494,2,2,0.3,?,1.8,2.364704,1203000
'513 N Heliotrope Dr',2.718277,1921,9496,20,20,0.2,0.5,2.3,2.376909,1375000
'13445 W Park Ave',2.632667,1941,3000,2,2,0.3,4.8,4.9,2.270272,?
'12386 Melody Ln',2.70888,1963,2555,2,2,2.7,2.7,2.3,2.221565,?
'4024 William Way',2.528841,1927,848,1,1,0.4,?,8.7,2.047835,64000
'71 W. 2nd St',2.546761,2006,2642,0,0,0.9,?,3.5,?,195000
'4124 Vinton Ave',2.674918,1928,2066,0,0,0.5,0.6,0.7,2.383578,1501000
'2729 Overland Ave',2.682526,2020,3245,2,2,0.1,0.8,1.9,2.402852,?
'2321 Highbury Ave APT 56',2.558129,1982,813,2,2,1.9,1,1.5,2.128958,91000
'835 Cleveland St',2.614815,1976,730,0,0,0.7,1.2,0.5,2.055846,685000
'8426 Flight Ave',2.654131,1943,3375,0,0,0.3,?,?,2.337415,?
'217 Pacifica Blvd UNIT 203',2.529126,2006,685,0,0,0.2,0.2,1.4,2.187774,239000
'201 Harrison St APT 505',2.605728,1991,535,1,1,1.7,3.5,1,2.301442,?
'179 Tioga Ave',2.630542,1948,1400,1,1,0.1,0.3,0.3,2.273508,377000
'1456 Portobelo Dr',2.653774,1967,2318,2,2,1.7,1,0.5,2.18956,22000
'95 Ora Way UNIT F311',2.526659,1975,424,1,1,0.8,1.2,?,?,?
'809 Auzerais Ave UNIT 131',2.60717,2008,1229,2,2,0.6,1.3,1.3,2.285301,486500
'2276 Aram Ave',2.624329,1957,1032,2,2,0.9,0.7,0.3,2.334965,745000
'2345 Rupert Dr',2.66389,1976,2306,2,2,?,1.5,2.8,2.365118,1082000
'4405 San Martin Dr',2.567105,1996,2335,3,3,?,0.7,2.1,2.264398,340000
'20638 Wuke Ln',2.526223,1956,834,0,0,?,?,3.4,2.122092,?
'2959 Richard Ave',2.634916,1995,2463,2,2,2,?,?,2.249174,295000
'6123 Franciscan Way',2.663686,1968,2031,2,2,0.9,1,1.5,2.268342,?
'22050 Regnart Rd',2.720586,1959,6092,4,4,1,1.2,1.2,2.378577,100000
'421 S La Fayette Park Pl APT 520',2.548965,1971,715,1,1,0.3,0.8,1.2,2.199474,190000
'726 N Monroe St',2.638843,1951,1200,1,1,1.1,1.3,1.2,2.32129,565000
'1772 W Persimmon St',2.569591,1990,1647,2,2,1.4,0.9,0.3,2.219145,220000
'3637 S Sepulveda Blvd',2.638902,1955,?,0,0,0.1,1.3,1.9,?,?
'1611 Golden Gate Ave',2.654718,1908,1510,1,1,0.5,3.3,0.3,?,?
'510 Saddlebrook Dr #83',2.48853,1972,1176,0,0,0.7,?,0.7,?,?
'3104 Edison St',2.659246,1941,1817,0,0,0.4,0.7,0.8,2.22545,?
'1018 Mint Chip Ln',2.607549,2018,2349,2,2,1.4,1.9,2.4,2.323303,679500
'526 Casa Del Mar Dr #26',2.550043,1984,1251,1,1,?,5.4,5.5,?,?
'8841 Morey Way',2.602749,2006,1926,4,4,0.1,1.3,1.1,2.30432,605000
'3105 Machado Ave',2.641815,1955,1078,2,2,0.4,0.8,0.3,2.323381,741750
'29131 Silverado Canyon Rd',2.60563,1947,2620,4,4,9.5,11.4,12.1,2.294133,425000
'3750 Amesbury Rd',2.669917,1927,2780,3,3,0.8,1.3,0.6,2.305463,?
'4375 Diamond St APT 1',2.578029,1972,800,2,2,0.9,0.9,2.2,2.242791,301000
'1391 Redmond Ave',2.641127,1969,1673,2,2,0.6,0.8,1.2,2.351006,820000
'5227 Cribari Dale',2.567943,1969,1223,1,1,1.6,1.1,2.4,2.280812,?
'45 Corte Real APT 3',2.60465,1973,1120,0,0,0.6,1.1,0.7,?,675000
'1302 Thornbury Ln',2.650157,2004,2612,2,2,1.3,3.1,1,2.383651,1200000
'2705 Big Tree Ave',2.578029,2005,2201,2,2,0.6,0.6,0.5,2.217093,235000
'1270 E 46th St',2.567943,1905,1049,1,1,0.3,0.5,?,2.259361,322100
'219 E Avenue 32',2.592486,1910,740,0,0,0.2,0.6,1.8,2.29589,585000
'425 1st St UNIT 1602',2.666486,2008,1309,1,1,1.6,3.4,0.8,2.362181,?
'4449 Meadowville Ct',2.620993,1974,933,1,1,1,2,1.9,2.294861,375000
'1955 County Down Way',2.640374,2006,3204,2,2,1.6,0.7,1.8,2.320969,?
'8875 Wine Valley Cir',2.629317,1997,2256,2,2,1.3,2.1,4.4,2.31883,925000
'132 Amherst Ave',2.640083,1981,1585,2,2,1.1,?,2,2.253415,?
'24709 Mariposa Rd',2.581555,1920,1070,2,2,5.6,2.9,2.7,2.153081,?
'201 Harrison St APT 324',2.586597,1991,432,1,1,1.7,3.5,1,2.281746,?
'2415 Edgewater Ter',2.667457,1929,2190,0,0,0.6,1.3,1.1,2.362782,1100000
'2461 Marsha Way',2.672466,1951,2220,2,2,0.3,0.5,0.6,2.256546,?
'720 Sunnyside Rd',2.599636,1930,2070,8,8,2.2,?,2.6,2.203719,?
'20030 De Palma Ln',2.689271,1988,2354,2,2,0.3,0.7,0.9,2.329082,?
'2158 Gordon Ave',2.696457,1977,1800,0,0,?,0.3,2.6,2.403642,1565000
'434 Camille Cir UNIT 14',2.632667,1993,1561,2,2,1.8,3.9,5.2,2.345852,910000
'151 Mission Dr #1004',2.619738,1980,1280,0,0,1.4,?,2.5,2.257213,275000
'895 De Guigne Dr UNIT 2',2.658099,2018,2014,2,2,0.3,0.8,2.7,2.386423,1598000
